,city_name,country_code,latitude,longitude,temperature,humidity,cloudiness,wind_speed
2950,heinola,fi,61.59097461729806,25.83777564587797,30.2,80.0,75.0,12.75
2953,san juan,ar,-31.418781015639375,-66.8894047068944,75.2,83.0,75.0,5.82
2956,allapalli,in,19.71613710494009,80.30074399168217,77.32,78.0,0.0,7.27
2957,peleduy,ru,59.16500667587158,113.64107632618982,21.34,60.0,68.0,7.38
2962,yarmouth,ca,41.126758045096835,-67.14627185165016,42.8,100.0,92.0,12.75
2966,villa union,mx,27.986497060557426,-100.27169557303867,74.98,94.0,0.0,2.01
2967,gorontalo,id,1.6655957575335236,121.96477096036733,80.38,86.0,48.0,2.13
2969,kavaratti,in,13.562614974573705,66.85061851762555,83.8,100.0,36.0,1.68
2979,ramygala,lt,55.30252937417765,24.378415355783375,37.4,93.0,90.0,2.24
2982,sarangani,ph,3.711783937384965,126.50576582814654,83.66,96.0,8.0,8.72
2988,estelle,us,26.232122579536295,-88.65590098033016,47.84,87.0,90.0,16.11
2991,cagliliog,ph,14.137701388698545,123.43479701902828,78.89,90.0,92.0,6.71
2993,oleksandrivka,ua,49.01007588830214,32.240207304301975,49.15,75.0,92.0,14.2
3002,uva,ru,56.90095287520606,52.107430592432536,21.79,86.0,64.0,3.36
3003,reykjavik,is,64.31829412280624,-21.777104795727354,37.4,59.0,90.0,10.29
3005,satipo,pe,-11.36434409092432,-74.80648360329715,64.63,97.0,20.0,1.45
3012,salto,uy,-31.275913764482873,-57.20724827368525,68.72,83.0,8.0,6.38
3017,adelaide,au,-35.182165225681224,137.71863998620012,68.0,49.0,20.0,17.22
3018,ipixuna,br,-7.374718493004124,-71.36562901276602,77.0,94.0,40.0,2.24
3020,najran,sa,17.407023423938497,48.651273267461164,68.0,28.0,24.0,8.61
3021,constitucion,cl,-34.6730889274442,-73.61750794097475,71.6,12.0,40.0,17.22
3029,shaunavon,ca,48.40155561319446,-107.90077430733592,15.13,73.0,48.0,3.13
3033,parana,br,-12.551800801301539,-48.31270999544648,77.0,94.0,75.0,3.02
3042,marsa matruh,eg,33.306778551938905,26.937796420212152,60.8,48.0,0.0,16.11
3043,barao de melgaco,br,-16.524429116132808,-55.57909786211353,73.4,94.0,75.0,2.24
3055,aktau,kz,43.77105497577952,51.51211381113566,33.8,80.0,0.0,11.18
3056,ozernovskiy,ru,51.10619667352955,156.61141754071747,27.55,88.0,76.0,6.6
3058,atambua,id,-7.851366189925031,126.9835805452629,84.97,94.0,0.0,2.13
3061,manta,ec,0.7627790820237124,-84.17114205154603,39.7,71.0,0.0,11.52
3068,yuanping,cn,39.43005459855536,111.92958820328988,68.27,43.0,0.0,3.13
3070,agropoli,it,40.00747136507073,15.222035303040087,50.23,100.0,0.0,6.26
3075,gumdag,tm,38.26727480381052,53.833701744724124,41.36,85.0,0.0,9.62
3077,shelburne,ca,38.17051560804251,-64.81095457699956,27.32,73.0,1.0,4.92
3082,buala,sb,-5.013224283715374,160.0819984559917,83.08,90.0,56.0,7.05
3087,moree,au,-28.733474333849706,147.4945706758461,85.6,48.0,0.0,4.47
3090,fare,pf,-13.038589312196024,-148.8855846946606,81.41,100.0,80.0,13.98
3095,sihora,in,23.570835158334262,80.34286769810132,75.25,64.0,0.0,7.72
3103,brainerd,us,46.136263556341476,-94.01599600414612,16.41,61.0,1.0,4.7
3106,itambacuri,br,-18.206018395829602,-41.409235588703126,70.61,88.0,68.0,8.05
3107,laurel,us,46.0735325061174,-108.85789080709213,33.8,64.0,90.0,13.87
3108,minab,ir,26.558745083803387,58.872459282939985,73.4,78.0,75.0,4.7
3116,noyabrsk,ru,62.689537026129415,74.50660017075705,16.16,88.0,56.0,9.73
3117,codajas,br,-2.923477303108342,-62.49638915389674,74.66,94.0,24.0,6.38
3128,ostersund,se,64.46026597203587,15.4024164117358,17.6,92.0,0.0,2.24
3130,lakatoro,vu,-16.3911095231999,167.3029159739312,77.68,100.0,92.0,3.58
3132,shushtar,ir,32.161741324473084,48.69900399771632,62.6,39.0,0.0,4.7
3137,ruthin,gb,53.24132083445713,-3.304344104518833,37.4,93.0,90.0,16.11
3139,cervo,es,47.0995581266572,-7.892068948157686,62.29,98.0,68.0,2.91
3147,banjar,id,-13.776186573317318,106.20344650057666,83.53,78.0,20.0,3.69
3149,sindor,ru,62.613689739229784,52.479026674526466,7.97,67.0,0.0,2.68
3154,wewak,pg,-1.5799431106941881,144.8636638458599,79.75,94.0,56.0,3.69
3155,arzgir,ru,45.45546856863609,43.87551265499184,37.99,92.0,24.0,14.32
3156,ijui,br,-28.639055567628105,-53.997560993749644,63.95,98.0,76.0,7.38
3189,sao miguel do araguaia,br,-12.317378746056733,-53.276754660197795,77.27,80.0,24.0,2.68
3190,qiqihar,cn,47.81292611421506,124.11557189695282,46.04,44.0,56.0,18.12
3196,gambo,cf,5.573170251725713,22.275454421300424,69.35,49.0,0.0,5.48
3197,clinton,us,41.99468956728191,-90.45943185118878,25.41,79.0,1.0,8.05
3202,sung noen,th,14.8131972767263,101.8846771881532,80.6,74.0,20.0,6.93
3203,coquimbo,cl,-27.46409778992171,-80.02803877309283,57.2,82.0,90.0,2.24
3210,lensk,ru,60.75905424578255,115.8670316961223,22.46,61.0,12.0,9.62
3211,moerai,pf,-20.99931106640473,-151.3315931302874,81.55,100.0,48.0,3.91
3221,pak phanang,th,8.312823386687086,101.25108976012632,78.8,88.0,20.0,1.12
3234,oyabe,jp,36.685401527297614,136.81022262246944,66.67,52.0,75.0,4.7
3239,weligama,lk,4.405465165520198,80.19934118209346,82.99,92.0,64.0,5.37
3240,bodden town,ky,19.814287090057178,-79.97172364814134,78.8,83.0,20.0,9.17
3243,keetmanshoop,na,-26.18816530972653,17.92653626031057,69.8,68.0,0.0,2.91
3248,rayachoti,in,14.101033224332554,78.91361310794889,75.2,73.0,0.0,4.36
3252,charlestown,us,39.32255051929931,-71.20626449528397,41.99,33.0,1.0,5.82
3253,campbell river,ca,51.389714189758934,-125.15594559061455,44.04,48.0,40.0,12.75
3261,matamoros,mx,24.570598102021236,-94.29476987307405,75.67,88.0,75.0,17.22
3270,nyurba,ru,65.94047468054126,118.69406130503955,23.32,64.0,32.0,5.7
3278,birin,dz,35.08058030557429,3.052429679065341,41.72,76.0,0.0,4.14
3282,sawakin,sd,19.613516051154804,38.79118081384243,69.22,100.0,0.0,5.14
3284,henties bay,na,-21.293046193826058,4.833839436677522,62.6,100.0,36.0,4.14
3291,brejo da madre de deus,br,-8.142384411394346,-36.230918688585916,69.49,96.0,92.0,4.59
3295,san clemente,pe,-13.679364414031355,-76.11986493809518,59.85,82.0,90.0,3.36
3298,sassandra,ci,2.61174087857583,-5.1993872539547965,80.6,97.0,44.0,10.63
3299,saurimo,ao,-10.28627962572466,19.33958083726307,65.21,94.0,68.0,3.36
3310,roebourne,au,-22.909830169254604,118.43517476882391,97.52,32.0,24.0,4.7
3312,tukan,ru,53.829442978737944,57.86837580287076,28.04,86.0,80.0,3.91
3317,taltal,cl,-24.591286736582532,-74.2629171592488,54.28,96.0,0.0,1.68
3319,aleksandrov gay,ru,49.54780753174754,48.75803337868834,21.74,70.0,32.0,5.48
3324,algiers,dz,37.071255714224705,3.1770196527170356,66.18,93.0,1.0,5.82
3327,ust-karsk,ru,52.17825552238398,118.92300428103005,24.4,34.0,32.0,9.73
3332,troitsko-pechorsk,ru,62.239800586358825,55.9676905472397,15.13,81.0,0.0,3.02
3338,wanning,cn,16.448219439731403,114.65491825068466,41.0,80.0,75.0,14.99
3342,joao camara,br,-5.307304969182766,-35.73587382011024,77.09,88.0,76.0,7.38
3343,pichayevo,ru,52.89934170354516,42.34675726553181,34.03,92.0,48.0,13.76
3345,sijunjung,id,-0.7932053827237269,101.77002666068137,82.0,66.0,0.0,2.57
3347,hegang,cn,47.676163383354464,129.855151701262,62.6,55.0,80.0,8.05
3350,cockburn town,tc,27.169693022168588,-68.49248233165956,75.2,100.0,92.0,16.11
3353,baghdad,iq,32.258125196641856,44.54050261884768,57.2,47.0,0.0,5.82
3357,phan thiet,vn,8.35821283751315,110.41613685159075,82.76,78.0,0.0,11.41
3359,hualmay,pe,-14.51051135830366,-82.67699457578507,65.17,90.0,0.0,4.03
3366,seddon,nz,-43.091525503329414,174.34674444858848,67.87,66.0,0.0,10.4
3367,the valley,ai,24.80393269894188,-59.57223171954054,77.0,69.0,20.0,5.82
3379,timra,se,63.375101832442226,16.35061917282053,17.6,72.0,68.0,6.93
3387,athabasca,ca,56.42001715276959,-112.01134330454207,10.67,62.0,0.0,6.38
3388,san juan,us,23.073581963389714,-65.95500062555783,75.2,83.0,75.0,5.82
3403,camacha,pt,39.397236712341765,-16.643090952431663,60.8,82.0,20.0,11.41
3408,la venta del astillero,mx,20.69561419291125,-103.53017510578965,78.8,22.0,75.0,8.05
3409,roald,no,73.30924489672213,1.973867922070582,29.91,100.0,90.0,2.24
3416,praia da vitoria,pt,47.24220372526892,-22.495611847603897,60.8,93.0,40.0,26.4
3419,noumea,nc,-29.604472726806996,163.1266068835901,84.2,70.0,0.0,17.22
3424,san quintin,mx,28.924042876388683,-116.94108988152706,80.6,61.0,20.0,2.24
3428,harur,in,11.976055061659807,78.52612945895311,78.04,78.0,0.0,3.02
3433,gisborne,nz,-39.203381145208766,178.5049756769335,72.82,51.0,0.0,9.73
3435,balkhash,kz,46.96935620420993,75.18227757606246,25.39,100.0,0.0,7.49
3436,deception bay,au,-27.299751296428255,152.99611398102866,81.57,65.0,40.0,11.41
3440,ortakoy,tr,39.03388659516071,34.225028849132286,50.0,61.0,0.0,6.93
3441,kargasok,ru,59.07254219553769,81.13367559274366,15.26,71.0,48.0,5.7
3442,chicama,pe,-9.666514835740898,-82.21785823139624,68.0,88.0,90.0,8.05
3449,bagrami,af,34.4411699168721,69.40475031857522,55.4,62.0,88.0,2.57
3450,bwanga,tz,-3.0885962509923672,31.692142099017104,60.22,91.0,12.0,2.8
3453,tommot,ru,60.05175811816588,126.67213209808165,12.52,62.0,80.0,11.41
3461,mubi,ng,10.175055290080948,13.00535560404731,68.5,38.0,0.0,5.26
3475,japura,br,-1.7156811107674486,-69.0949915402671,76.37,93.0,92.0,2.13
3477,palamos,es,41.26842771600252,3.4703180279617527,42.8,87.0,20.0,11.18
3483,angoche,mz,-17.734082544442288,40.95855935266465,80.87,100.0,8.0,6.38
3489,chelmza,pl,53.145281335115726,18.566473349767875,33.8,86.0,90.0,21.92
3499,nova olinda do norte,br,-3.929782333869653,-58.62179572492465,76.55,96.0,20.0,2.57
3504,loralai,pk,31.025119343549918,68.44909488465473,57.74,55.0,48.0,3.69
3506,gorele,tr,41.57110798591478,38.750641666693724,77.0,17.0,0.0,20.8
3510,juneau,us,59.9703776174143,-130.9416334664956,40.21,41.0,90.0,2.91
3516,neiafu,to,-19.52055757566241,-172.3605925737685,84.2,74.0,75.0,12.75
3520,sabinas hidalgo,mx,26.79967172712921,-100.21682559671554,82.22,31.0,8.0,11.63
3528,zhangye,cn,40.7431229114747,100.73571313104162,49.82,83.0,8.0,3.69
3531,langfang,cn,39.56088887453464,116.75058097360323,60.8,77.0,0.0,2.24
3533,galle,lk,6.083354996638889,80.34048811709579,73.47,78.0,1.0,10.29
3534,ilinskiy,ru,60.80115492630932,32.33068235974153,35.6,93.0,90.0,15.66
3539,coruripe,br,-14.836228922362338,-30.937294811471787,80.92,95.0,92.0,10.18
3545,shitkino,ru,57.43501717855483,98.87181594875597,22.91,57.0,76.0,8.39
3552,sarakhs,ir,36.45997230054752,60.686058170631384,48.2,70.0,90.0,4.7
3576,ishigaki,jp,25.273061840872145,124.14770294579495,77.0,61.0,20.0,8.05
3587,chute-aux-outardes,ca,52.14269291206122,-70.40211890523989,25.81,53.0,1.0,10.29
3595,hell,no,63.30009716116035,10.990777373575042,28.49,100.0,48.0,5.37
3599,requena,pe,-5.029208095914356,-74.69238170199372,50.0,71.0,0.0,4.7
3603,san lazaro,py,-22.106680324725474,-57.81377198729801,78.8,74.0,20.0,5.82
3615,arbazh,ru,57.82204756880617,48.45241480554486,25.61,90.0,80.0,7.72
3627,ginda,er,15.329106538933786,40.03856888855785,55.54,57.0,0.0,1.68
3628,salinas,ec,-1.7295036556345877,-81.96716793182058,60.35,59.0,1.0,13.87
3631,manavalakurichi,in,6.183603774632033,76.17572711167657,82.4,78.0,20.0,4.7
3646,anito,ph,15.447337442532657,128.48923955703106,81.82,100.0,12.0,9.73
3655,aleksandrovskoye,ru,57.187284662990976,85.21275429572341,20.62,78.0,48.0,5.37
3656,slavutych,ua,51.30296666860036,30.45073471015101,38.57,92.0,12.0,15.99
3671,smithers,ca,55.031606927376686,-127.65442300939435,33.8,40.0,20.0,8.05
3677,huanuco,pe,-9.796427873877022,-75.76216960860732,46.94,99.0,92.0,1.34
3680,ixtlan del rio,mx,20.95158341043667,-104.42837911348289,71.6,78.0,5.0,6.93
3683,coihueco,cl,-37.22251312015397,-71.17020858841909,59.0,82.0,0.0,3.36
3695,yarada,in,17.009744338870064,84.21272251181756,78.4,100.0,0.0,5.37
3709,puerto el triunfo,sv,12.72882989447983,-88.78970601021803,78.8,83.0,40.0,2.24
3713,kandrian,pg,-5.421278318725143,149.1597433128474,86.36,72.0,8.0,8.39
3714,povenets,ru,63.52797679003692,35.37023318656483,20.08,78.0,88.0,8.39
3715,maumere,id,-7.810856915609932,122.87784792430983,84.74,96.0,12.0,5.37
3717,payakumbuh,id,0.11027685460648229,99.65886181002776,82.0,76.0,8.0,3.13
3723,casino,au,-29.19550307606564,152.5602898434554,70.61,100.0,92.0,2.8
3727,gushikawa,jp,24.877032105780472,130.59895517767302,73.99,53.0,40.0,10.29
3740,le port,re,-19.506158868683542,52.4043411967082,28.0,90.0,68.0,1.68
3744,prince rupert,ca,51.08656487562769,-132.071009221954,42.8,41.0,1.0,5.82
3749,ilheus,br,-14.899516083371125,-36.14888312110557,80.6,78.0,40.0,9.17
3752,cabinda,ao,-5.766461618734041,11.188976345968115,78.49,100.0,80.0,5.03
3753,westport,nz,-37.1472218543511,166.87727508792113,39.65,99.0,92.0,21.81
3757,belyy yar,ru,61.59538984856209,86.33893308207354,21.2,62.0,0.0,15.66
3773,tripoli,ly,34.27224611791749,12.798230520338393,50.0,76.0,20.0,3.24
3774,tucuman,ar,-26.814717568933318,-65.43236783927888,48.79,85.0,0.0,1.68
3775,matelandia,br,-25.123105407263836,-53.79985296806606,68.58,100.0,0.0,0.78
3777,ust-kut,ru,55.93771359417113,105.53498001833128,20.8,49.0,68.0,9.73
3778,puebloviejo,ec,-3.3816860421185595,-79.16876763061869,78.62,69.0,40.0,9.17
3790,puerto varas,cl,-41.1164326207009,-73.06438708039079,50.0,87.0,0.0,5.82
3791,aquin,ht,17.771005653877268,-73.23107389431084,75.02,100.0,80.0,3.47
3793,owando,cg,-0.5475767961512901,16.822843624033794,72.77,96.0,32.0,2.8
3797,kon tum,vn,14.270689239212288,108.46189262346752,77.5,48.0,0.0,2.8
3800,barinas,ve,7.697109336074874,-69.4029117690634,82.4,69.0,20.0,2.8
3802,hauterive,ca,50.18289238732498,-68.64759203552336,38.12,77.0,0.0,3.36
3804,coronado,us,32.36664104031152,-118.44985437064959,77.0,78.0,20.0,4.7
3808,mosetse,bw,-20.826893606875117,26.710639543807247,64.31,53.0,0.0,12.64
3815,bathurst,ca,47.480863501133314,-65.77340888590321,74.84,60.0,8.0,3.69
3818,bahia blanca,ar,-38.035392900356165,-62.82084764077784,61.57,84.0,0.0,12.41
3835,santa isabel do rio negro,br,0.862701502064894,-63.657696997641125,77.72,92.0,48.0,4.14
3866,fort-shevchenko,kz,44.338613417101925,49.323100387753044,40.46,98.0,0.0,21.7
3869,priargunsk,ru,49.98195501400531,119.50055911124537,29.17,36.0,0.0,15.66
3875,clonakilty,ie,49.49091761077855,-8.664133618724577,37.4,100.0,75.0,19.46
3886,harboore,dk,56.376986448820986,7.9215525846725825,28.4,92.0,0.0,6.93
3887,amapa,br,1.7365607196510382,-49.76677207457388,75.2,78.0,20.0,4.7
3898,gazojak,tm,42.04586525851008,62.67874811935664,39.25,78.0,12.0,11.18
3905,puerto rico,co,2.0971525452022632,-74.65548173214441,67.82,97.0,68.0,2.35
3906,pathein,mm,17.299373125640344,94.4557323503467,86.36,63.0,0.0,7.61
3907,tanete,id,-6.65187913200694,120.51271541617433,87.04,74.0,48.0,8.61
3921,flin flon,ca,59.72692466771559,-102.94142209950463,-1.93,46.0,0.0,6.26
3926,puerto baquerizo moreno,ec,4.322879641639503,-88.53391442191764,77.59,100.0,20.0,6.38
3929,letlhakane,bw,-21.427184906889522,25.901757965907706,58.33,66.0,0.0,11.86
3938,san juan del sur,ni,10.85848540542763,-86.47703520794191,80.29,73.0,0.0,17.67
3945,hobyo,so,0.7958194949070503,50.05526003149143,80.24,86.0,88.0,3.58
3948,nyahururu,ke,0.12276794788853351,36.17595827463461,46.31,90.0,8.0,2.91
3952,richards bay,za,-28.214118028350498,34.331183543962084,68.09,100.0,80.0,2.8
3958,mbala,zm,-8.771104053377002,31.48901107131084,59.68,95.0,44.0,6.15
3962,romny,ru,50.47151448185508,129.5240328974778,37.49,90.0,56.0,13.42
3970,little current,ca,45.624291917845085,-81.44138078446927,19.4,73.0,1.0,10.29
3987,ust-tsilma,ru,66.15260098277992,50.42595381629263,13.15,77.0,0.0,3.47
3988,trinidad,us,37.672662345172796,-104.16364460915939,66.43,78.0,80.0,9.62
3991,auki,sb,-8.596993656378231,161.31512371926755,65.89,52.0,0.0,2.68
3993,nyagan,ru,62.790495912528684,65.22193414050133,17.2,85.0,20.0,6.6
3995,agadez,ne,16.79358952976952,7.930193877018098,59.0,29.0,0.0,2.8
4004,qaqortoq,gl,63.26444739402854,-45.435523619213,34.61,77.0,0.0,23.82
4015,lingao,cn,19.095148949383884,108.42718903108897,81.19,66.0,12.0,3.58
4017,shingu,jp,27.582901377211385,136.71581821218194,69.8,64.0,20.0,6.93
4019,lexington,us,40.50633298162634,-100.26183426585791,42.8,87.0,90.0,9.17
4026,lewistown,us,46.81976223269703,-109.37877818850484,23.59,92.0,40.0,6.93
4031,venado,mx,23.009815118519086,-100.78624233230255,63.41,38.0,0.0,9.62
4040,fethiye,tr,36.0236693985166,29.519047909061413,60.8,72.0,75.0,6.93
4048,santa maria,cv,20.47976095957918,-22.83030169656905,69.8,94.0,75.0,2.24
4059,tres arroyos,ar,-39.10218436212939,-60.09130902446732,51.35,93.0,0.0,5.26
4073,havelock,us,32.84949486505087,-73.3416170842249,60.37,87.0,1.0,4.7
4074,masuguru,tz,-12.066493597190984,38.254898683902866,70.57,96.0,36.0,3.13
4078,izumo,jp,37.121075728655924,131.67247341728103,70.56,49.0,75.0,16.11
4084,galesong,id,-6.6755371007913595,119.10544674755056,86.0,70.0,40.0,2.24
4087,montijo,pa,7.715290919102827,-80.98601586152536,55.4,100.0,20.0,5.82
4091,baniyas,sy,35.04516967688977,35.913489543854325,50.0,76.0,0.0,3.36
4102,wetaskiwin,ca,52.755487970492595,-113.30185513521157,12.2,56.0,40.0,5.82
4119,jacksonville beach,us,30.27611144772753,-80.57823586728497,63.68,88.0,1.0,4.7
4130,sechura,pe,-8.077945230787236,-84.78880877155612,72.05,79.0,0.0,9.51
4134,upington,za,-27.764583989677092,21.75283428729523,69.8,68.0,75.0,17.22
4136,dhidhdhoo,mv,8.659481596401733,72.70812222581765,81.95,100.0,56.0,1.9
4138,port hedland,au,-18.812262036161044,117.71030355637276,96.8,41.0,32.0,5.82
4140,lufilufi,ws,-9.585334214961549,-169.51294532781662,83.84,100.0,44.0,10.96
4144,ravar,ir,32.36628265362046,57.36318271926882,52.84,58.0,0.0,2.35
4152,lehi,us,40.26593676842134,-111.98259675202392,59.02,25.0,1.0,5.82
4156,loa janan,id,-0.12790009527286372,115.82422629950622,82.04,83.0,88.0,3.24
4157,tocopilla,cl,-21.29133750713264,-73.64532227018076,59.36,100.0,8.0,1.34
4161,solnechnyy,ru,61.610631015433285,137.2595969677327,41.77,100.0,92.0,9.62
4171,tapes,br,-31.363509950553734,-50.67878390721282,68.45,98.0,92.0,9.17
4173,tymovskoye,ru,50.85611628652879,143.33937839416683,47.3,52.0,8.0,6.93
4181,labuhan,id,-9.220859728721962,101.6672402894057,85.82,75.0,44.0,2.91
4192,ayagoz,kz,48.27467858500725,78.72810349104583,20.98,83.0,0.0,8.72
4197,boende,cd,-0.4590421085938061,20.482177080110546,71.65,94.0,36.0,1.12
4199,deqing,cn,30.707864234057467,119.84407241681544,75.2,69.0,80.0,4.47
4200,juegang,cn,33.422397862322384,122.6824247283119,69.49,78.0,8.0,7.61
4212,sungaipenuh,id,-1.8844884742590722,101.59409426468113,74.98,77.0,0.0,1.79
4214,nouakchott,mr,17.480390134649454,-15.536107026408331,66.47,96.0,0.0,17.34
4217,mporokoso,zm,-9.391674510231383,29.821727882866526,62.47,97.0,88.0,8.61
4225,bireun,id,4.808787196376585,96.44819942935379,81.41,100.0,48.0,4.25
4235,pitogo,ph,12.485828571131307,121.16467921260659,80.65,96.0,44.0,7.49
4237,baturyn,ua,51.332116557940566,32.915319312353006,39.79,91.0,92.0,17.22
4241,derzhavinsk,kz,49.44735799010479,66.34272402558773,24.44,83.0,88.0,9.73
4245,alexandria,eg,33.45683781095491,29.263976463113465,66.18,82.0,1.0,6.93
4246,isiro,cd,3.5720322778398668,28.039193879221244,70.07,86.0,32.0,2.13
4258,iranshahr,ir,28.25659960111102,59.637461829131894,69.8,28.0,0.0,6.93
4269,kishapu,tz,-3.70526641599659,33.897024883958096,61.03,93.0,20.0,2.68
4280,durant,us,34.36575728824657,-96.36922051855346,37.42,93.0,90.0,10.29
4283,sosnovka,ru,56.47655745767318,47.33400401327202,34.48,93.0,64.0,13.2
4286,bhainsdehi,in,21.575482885816385,77.38737476438627,78.4,45.0,0.0,4.36
4288,tadine,nc,-21.001645501630165,168.96557775534671,79.61,96.0,88.0,18.34
4292,wanaka,nz,-41.582811207554556,167.07650683124825,62.2,53.0,76.0,8.95
4294,caribou,us,46.99746378183204,-68.16160776371177,29.55,42.0,90.0,13.87
4304,ajdabiya,ly,30.627277719053737,18.494706001023303,55.76,82.0,24.0,12.3
4313,panalingaan,ph,11.607390693571432,114.15567748229819,85.69,69.0,8.0,1.57
4314,gainesville,us,29.34175078836789,-83.18025166643706,68.23,77.0,1.0,4.7
4320,zenzeli,ru,45.83146289429894,46.99325987577632,40.1,86.0,0.0,17.56
4325,magnolia,us,33.455483766052566,-93.3426837810789,66.18,68.0,40.0,4.59
4326,gimli,ca,50.4548245523724,-97.23632521005949,13.37,92.0,48.0,14.65
4327,jardim,br,4.683120863674958,-33.29254544324414,69.8,98.0,92.0,3.91
4331,kanker,in,20.14719506028824,81.63336700909315,74.98,66.0,0.0,4.14
4332,srandakan,id,-13.490380971239361,108.31779690216649,86.05,72.0,8.0,3.47
4335,kango,ga,0.5092575583327346,10.215192850720115,74.39,97.0,100.0,2.68
4339,lamar,us,37.60726940083083,-103.30685878769064,35.6,51.0,1.0,11.41
4340,pescara,it,42.72209151732778,14.353342368799133,48.2,66.0,0.0,5.82
4341,pauini,br,-6.669060136807673,-67.41430660003064,76.69,89.0,44.0,4.36
4356,black river,jm,17.000719707332834,-78.5979112488933,77.0,73.0,20.0,4.7
4362,portage,us,41.51816901406943,-87.13184986242042,29.52,59.0,1.0,4.7
4363,beaufort,us,32.26921158193167,-80.44013610895283,85.28,79.0,75.0,4.7
4367,sharjah,ae,25.28703633188603,56.865966330009456,71.02,78.0,0.0,6.93
4373,rio gallegos,ar,-51.907170302479344,-65.05216969209397,50.0,87.0,75.0,10.29
4378,petrykiv,ua,49.62994998875362,25.58460371176912,34.25,91.0,64.0,23.71
4379,mao,td,16.336619515404536,16.665424753321048,73.38,78.0,75.0,6.93
4385,doboz,hu,46.79980926098597,21.270540623448795,41.0,80.0,8.0,10.29
4388,milkovo,ru,54.02479300531479,159.79194426625918,51.04,68.0,0.0,13.87
4398,bumba,cd,1.148612943894264,22.47132314429996,71.2,92.0,48.0,4.59
4402,nishihara,jp,19.640974268043735,133.01919882889234,67.01,40.0,1.0,3.36
4403,two rivers,us,44.06171657200821,-87.3293040613734,25.99,58.0,1.0,11.74
4406,nelson bay,au,-35.41993148546469,156.5527748822467,84.2,45.0,80.0,12.75
4408,kanye,bw,-25.06872700399404,24.712420005420796,60.04,93.0,44.0,6.71
4411,quelimane,mz,-18.318054628731645,35.917715833526614,70.79,93.0,0.0,2.68
4412,raxaul,in,26.936305368594333,84.85089323734013,82.4,40.0,0.0,4.59
4419,balikpapan,id,-1.2480857535275192,115.71889431376161,83.98,100.0,68.0,5.14
4430,rafraf,tn,37.349137258924685,10.356583290100076,44.64,93.0,20.0,3.36
4434,qinhuangdao,cn,39.449191110738155,119.84845333672826,74.44,45.0,0.0,7.38
4437,yeniseysk,ru,58.104109801457156,91.03657492902477,17.15,75.0,8.0,3.47
4443,matanzas,cu,23.25309618061685,-81.69843039044596,71.6,83.0,20.0,6.93
4456,agua dulce,mx,19.00313817852293,-93.97671313817918,77.0,73.0,5.0,11.41
4461,crispiano,it,40.58354051289521,17.181239665919946,44.04,76.0,0.0,9.17
4477,iwanai,jp,43.445543805975376,140.00561032294502,46.45,84.0,0.0,8.16
4481,buluang,ph,13.164695339004638,116.52474419922447,86.0,70.0,20.0,11.41
4491,pokrovsk,ru,60.90819689580215,129.4904262653651,49.78,70.0,92.0,15.43
4495,kolo,pl,52.09114619631325,18.644133341255923,63.73,97.0,92.0,5.37
